t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
141.137904,-0.772,0.61,-0.048,-93.0,,,
141.187952,-0.798,0.454,-0.072,-93.0,,,
141.238,-0.776,0.582,-0.008,-93.0,,,
142.088856,-0.72,0.798,-0.136,-102.0,,,
142.138904,-0.814,0.726,-0.154,-102.0,,,
142.188952,-0.642,0.774,0.06,-102.0,,,
142.239,-0.658,0.664,0.088,-102.0,,,
142.288856,-0.542,0.37,-0.344,-96.0,,,
142.338904,-0.762,-0.026,-0.254,-96.0,,,
142.388952,-0.872,0.482,-0.116,-96.0,,,
142.439,-0.884,0.486,0.014,-96.0,,,
142.488856,-0.686,0.61,-0.068,-97.0,,,
142.538904,-0.706,0.632,-0.058,-97.0,,,
142.588952,-0.724,0.63,-0.04,-97.0,,,
142.639,-0.754,0.562,-0.098,-97.0,,,
142.688856,-0.782,0.53,-0.04,-96.0,,,
142.738904,-0.762,0.558,-0.098,-96.0,,,
142.788952,-0.758,0.496,-0.044,-96.0,,,
142.839,-0.744,0.476,-0.032,-96.0,,,
142.889856,-0.784,0.434,-0.024,-98.0,,,
142.939904,-0.756,0.434,-0.024,-98.0,,,
142.989952,-0.778,0.44,-0.014,-98.0,,,
143.04,-0.808,0.526,-0.072,-98.0,,,
143.089856,-0.792,0.55,-0.03,,,-100.0,
143.139904,-0.722,0.528,-0.064,,,-100.0,
143.189952,-0.808,0.6,-0.114,,,-100.0,
143.24,-0.892,0.504,-0.082,,,-100.0,
143.689856,-0.898,0.414,0.088,,,-98.0,
143.739904,-0.816,0.44,0.168,,,-98.0,
143.789952,-0.946,0.368,0.184,,,-98.0,
143.84,-0.946,0.29,0.194,,,-98.0,
144.090856,-0.736,0.21,0.454,-100.0,,,
144.140904,-0.776,0.314,0.454,-100.0,,,
144.190952,-0.76,0.3,0.472,-100.0,,,
144.241,-0.864,0.368,0.364,-100.0,,,
148.694856,-0.784,0.208,0.23,-100.0,,,
148.744904,-0.776,0.182,0.23,-100.0,,,
148.794952,-0.848,0.284,0.338,-100.0,,,
148.845,-0.898,0.352,0.38,-100.0,,,
149.695856,-0.894,0.332,0.316,-97.0,,,
149.745904,-0.826,0.304,0.312,-97.0,,,
149.795952,-0.89,0.278,0.316,-97.0,,,
149.846,-0.928,0.272,0.3,-97.0,,,
153.899856,-1.07,0.294,0.172,-96.0,,,
153.949904,-0.832,0.27,0.21,-96.0,,,
153.999952,-0.762,0.31,0.198,-96.0,,,
154.05,-0.736,0.27,0.192,-96.0,,,
154.900856,-1.088,0.236,0.142,-104.0,,,
154.950904,-1.048,0.24,0.118,-104.0,,,
155.000952,-1.0,0.224,0.142,-104.0,,,
155.051,-0.962,0.286,0.126,-104.0,,,
158.504856,-1.008,0.038,0.124,,,-104.0,
158.554904,-1.032,0.158,0.102,,,-104.0,
158.604952,-1.152,0.158,-0.02,,,-104.0,
158.655,-0.98,0.198,0.022,,,-104.0,
159.104856,-0.464,0.454,-0.164,-102.0,,,
159.154904,-0.402,-0.266,0.206,-102.0,,,
159.204952,-0.616,0.076,0.204,-102.0,,,
159.255,-0.724,0.1,0.112,-102.0,,,
159.304856,-1.05,0.264,0.158,,,-104.0,
159.354904,-0.816,0.23,0.142,,,-104.0,
159.404952,-0.754,0.358,0.034,,,-104.0,
159.455,-0.82,0.166,0.136,,,-104.0,
160.105856,-0.9,0.27,-0.014,-101.0,,,
160.155904,-0.906,0.216,0.024,-101.0,,,
160.205952,-0.866,0.166,0.038,-101.0,,,
160.256,-0.944,0.318,-0.05,-101.0,,,
161.306856,-0.894,0.274,0.132,-101.0,,,
161.356904,-0.888,0.274,0.114,-101.0,,,
161.406952,-0.926,0.3,0.134,-101.0,,,
161.457,-0.948,0.268,0.096,-101.0,,,
169.314856,-1.104,0.376,0.48,-100.0,,,
169.364904,-1.46,0.6,0.928,-100.0,,,
169.414952,-1.236,0.366,0.376,-100.0,,,
169.465,-0.384,0.302,0.224,-100.0,,,
175.920856,0.128,-0.126,0.956,,,-100.0,
175.970904,0.034,-0.254,0.99,,,-100.0,
176.020952,0.006,-0.344,0.984,,,-100.0,
176.071,-0.066,-0.274,1.02,,,-100.0,
177.121856,0.02,-0.184,1.052,,,-104.0,
177.171904,-0.032,-0.202,1.02,,,-104.0,
177.221952,0.08,-0.222,1.062,,,-104.0,
177.272,0.056,-0.154,1.07,,,-104.0,
178.122856,0.904,-0.606,0.748,,,-101.0,
178.172904,0.694,-0.49,0.976,,,-101.0,
178.222952,0.728,-0.74,0.672,,,-101.0,
178.273,0.402,-0.308,0.448,,,-101.0,
184.328856,0.522,-0.656,1.062,,,-100.0,
184.378904,0.386,-0.664,0.804,,,-100.0,
184.428952,0.336,-0.464,0.398,,,-100.0,
184.479,0.31,-0.776,-0.12,,,-100.0,
191.735856,-0.802,0.104,-0.046,-93.0,,-98.0,
191.785904,-0.808,0.366,0.046,-93.0,,-98.0,
191.835952,-0.852,0.27,-0.082,-93.0,,-98.0,
191.886,-0.856,0.248,-0.064,-93.0,,-98.0,
191.936856,-0.808,0.252,-0.002,,,-102.0,
191.986904,-0.808,0.412,0.056,,,-102.0,
192.036952,-0.892,0.256,-0.008,,,-102.0,
192.087,-0.872,0.492,0.046,,,-102.0,
195.339856,-0.878,0.166,-0.194,,,-96.0,
195.389904,-0.826,0.308,-0.186,,,-96.0,
195.439952,-0.794,0.182,-0.25,,,-96.0,
195.49,-0.8,0.204,-0.2,,,-96.0,
197.941856,0.75,0.344,0.224,,,-96.0,
197.991904,0.846,0.416,0.146,,,-96.0,
198.041952,0.96,0.368,0.156,,,-96.0,
198.092,0.856,0.236,0.24,,,-96.0,
207.551856,-0.75,0.208,0.198,-104.0,,,
207.601904,-0.848,0.104,0.158,-104.0,,,
207.651952,-0.808,0.096,0.142,-104.0,,,
207.702,-0.91,0.048,0.092,-104.0,,,
208.551856,-0.954,0.402,0.168,-101.0,,,
208.601904,-0.928,0.064,0.18,-101.0,,,
208.651952,-0.92,0.146,0.268,-101.0,,,
208.702,-0.896,0.086,0.192,-101.0,,,
211.755856,-1.122,0.156,0.12,-104.0,,,
211.805904,-1.072,0.226,0.178,-104.0,,,
211.855952,-1.102,0.096,0.214,-104.0,,,
211.906,-1.032,0.166,0.096,-104.0,,,
212.555856,-0.904,0.368,0.046,-101.0,,,
212.605904,-1.134,0.272,0.062,-101.0,,,
212.655952,-1.298,0.224,-0.004,-101.0,,,
212.706,-1.202,0.36,-0.05,-101.0,,,
215.158856,-0.868,0.326,0.118,-103.0,,,
215.208904,-0.888,0.328,0.11,-103.0,,,
215.258952,-0.88,0.316,0.108,-103.0,,,
215.309,-0.858,0.316,0.072,-103.0,,,
225.368856,0.67,-0.43,0.674,,,-101.0,
225.418904,0.642,-0.436,0.67,,,-101.0,
225.468952,0.674,-0.41,0.678,,,-101.0,
225.519,0.664,-0.424,0.69,,,-101.0,
226.569856,0.942,-0.43,0.716,,,-100.0,
226.619904,0.664,-0.496,0.542,,,-100.0,
226.669952,0.432,-0.586,0.56,,,-100.0,
226.72,0.376,-0.6,0.604,,,-100.0,
231.574856,0.36,-0.618,0.624,,,-103.0,
231.624904,0.67,-0.576,0.518,,,-103.0,
231.674952,0.35,-1.064,0.482,,,-103.0,
231.725,0.414,-0.914,0.364,,,-103.0,
240.782856,-1.108,0.12,0.3,-103.0,,,
240.832904,-0.936,0.124,0.248,-103.0,,,
240.882952,-0.936,0.066,0.214,-103.0,,,
240.933,-0.904,-0.072,0.056,-103.0,,,
241.783856,-0.298,0.478,0.096,-101.0,,,
241.833904,-0.672,1.228,0.236,-101.0,,,
241.883952,-0.74,0.504,0.306,-101.0,,,
241.934,-0.776,0.856,0.166,-101.0,,,
244.586856,-0.912,0.152,0.28,-104.0,,,
244.636904,-1.002,0.128,0.284,-104.0,,,
244.686952,-0.962,0.11,0.32,-104.0,,,
244.737,-0.912,0.142,0.28,-104.0,,,
248.590856,-0.784,0.248,-0.344,-99.0,,,
248.640904,-0.72,0.156,-0.306,-99.0,,,
248.690952,-0.88,0.104,-0.448,-99.0,,,
248.741,-0.868,0.182,-0.244,-99.0,,,
248.990856,-0.72,0.326,-0.232,-98.0,,,
249.040904,-0.762,0.304,-0.176,-98.0,,,
249.090952,-0.84,0.312,-0.186,-98.0,,,
249.141,-0.878,0.316,-0.116,-98.0,,,
249.190856,-0.826,0.38,-0.114,-104.0,,,
249.240904,-0.816,0.368,-0.112,-104.0,,,
249.290952,-0.846,0.448,-0.176,-104.0,,,
249.341,-0.894,0.486,-0.108,-104.0,,,
249.390856,-0.81,0.354,-0.052,-97.0,,,
249.440904,-0.824,0.398,-0.04,-97.0,,,
249.490952,-0.76,0.462,-0.114,-97.0,,,
249.541,-0.788,0.498,-0.08,-97.0,,,
249.591856,-0.826,0.432,-0.1,-98.0,,,
249.641904,-0.826,0.43,-0.122,-98.0,,,
249.691952,-0.816,0.462,-0.126,-98.0,,,
249.742,-0.798,0.45,-0.116,-98.0,,,
249.791856,-0.808,0.44,-0.114,-99.0,,,
249.841904,-0.818,0.438,-0.094,-99.0,,,
249.891952,-0.818,0.44,-0.104,-99.0,,,
249.942,-0.852,0.47,-0.138,-99.0,,,
250.592856,-1.018,0.646,-0.08,,,-98.0,
250.642904,-1.066,0.568,0.096,,,-98.0,
250.692952,-1.038,0.67,0.102,,,-98.0,
250.743,-1.076,0.518,0.166,,,-98.0,
257.198856,-0.958,-0.042,0.078,-101.0,,,
257.248904,-0.984,0.102,-0.058,-101.0,,,
257.298952,-0.912,0.224,-0.036,-101.0,,,
257.349,-0.808,0.174,0.056,-101.0,,,
257.598856,-1.21,0.398,0.14,-97.0,,,
257.648904,-1.072,0.066,0.008,-97.0,,,
257.698952,-0.894,0.454,0.028,-97.0,,,
257.749,-0.844,0.1,-0.002,-97.0,,,
257.799856,-0.8,0.216,0.152,-102.0,,,
257.849904,-0.872,0.284,0.184,-102.0,,,
257.899952,-0.89,0.098,0.286,-102.0,,,
257.95,-0.912,0.254,0.412,-102.0,,,
259.200856,-0.818,0.252,0.232,,,-98.0,
259.250904,-0.83,0.274,0.24,,,-98.0,
259.300952,-0.804,0.278,0.252,,,-98.0,
259.351,-0.818,0.28,0.24,,,-98.0,
260.201856,-1.182,0.344,0.156,-101.0,,,
260.251904,-1.234,0.286,0.262,-101.0,,,
260.301952,-1.634,0.254,0.002,-101.0,,,
260.352,-0.574,0.26,0.284,-101.0,,,
260.601856,-0.872,0.288,0.12,-104.0,,,
260.651904,-0.912,0.174,0.146,-104.0,,,
260.701952,-0.968,0.086,0.12,-104.0,,,
260.752,-0.928,0.17,0.182,-104.0,,,
264.205856,-1.01,0.206,0.064,-102.0,,,
264.255904,-1.104,0.304,-0.012,-102.0,,,
264.305952,-1.14,0.414,0.028,-102.0,,,
264.356,-1.138,0.354,0.08,-102.0,,,
264.405856,-1.208,0.376,0.118,-99.0,,,
264.455904,-1.12,0.248,0.098,-99.0,,,
264.505952,-1.056,0.208,0.142,-99.0,,,
264.556,-1.08,0.248,0.064,-99.0,,,
265.005856,-0.93,0.246,0.176,-104.0,,,
265.055904,-0.946,0.366,0.184,-104.0,,,
265.105952,-0.872,0.36,0.166,-104.0,,,
265.156,-0.88,0.28,0.166,-104.0,,,
265.606856,-0.84,0.296,0.176,-96.0,,,
265.656904,-0.896,0.254,0.112,-96.0,,,
265.706952,-0.904,0.24,0.128,-96.0,,,
265.757,-0.91,0.352,0.174,-96.0,,,
269.209856,-0.836,0.284,0.264,-102.0,,,
269.259904,-0.806,0.294,0.294,-102.0,,,
269.309952,-0.788,0.27,0.31,-102.0,,,
269.36,-0.794,0.248,0.312,-102.0,,,
269.410856,-0.896,0.254,0.28,-101.0,,,
269.460904,-0.89,0.28,0.28,-101.0,,,
269.510952,-0.882,0.252,0.316,-101.0,,,
269.561,-0.894,0.174,0.316,-101.0,,,
269.610856,-0.88,0.066,0.312,-95.0,,,
269.660904,-0.858,0.086,0.318,-95.0,,,
269.710952,-0.868,0.112,0.258,-95.0,,,
269.761,-0.88,0.192,0.24,-95.0,,,
270.010856,-0.848,0.304,0.104,-101.0,,,
270.060904,-0.722,0.226,0.012,-101.0,,,
270.110952,-0.706,0.318,0.03,-101.0,,,
270.161,-0.832,0.176,0.012,-101.0,,,
282.222856,0.798,-0.288,0.56,,,-101.0,
282.272904,0.828,-0.226,0.608,,,-101.0,
282.322952,0.902,-0.266,0.608,,,-101.0,
282.373,0.774,-0.25,0.614,,,-101.0,
283.824856,0.358,-0.154,1.008,,,-99.0,
283.874904,0.358,-0.168,0.998,,,-99.0,
283.924952,0.344,-0.176,1.022,,,-99.0,
283.975,0.38,-0.136,0.99,,,-99.0,
293.833856,-0.242,0.514,0.824,,,-100.0,
293.883904,-0.218,0.508,0.888,,,-100.0,
293.933952,-0.218,0.55,0.86,,,-100.0,
293.984,-0.226,0.598,0.86,,,-100.0,
296.035856,-0.916,0.338,-0.02,-104.0,,,
296.085904,-0.904,0.3,0.23,-104.0,,,
296.135952,-0.872,0.326,0.172,-104.0,,,
296.186,-0.904,0.352,0.156,-104.0,,,
297.236856,-0.842,0.348,0.166,-102.0,,,
297.286904,-0.864,0.358,0.146,-102.0,,,
297.336952,-0.848,0.322,0.146,-102.0,,,
297.387,-0.908,0.31,0.1,-102.0,,,
297.637856,-0.936,0.334,0.112,-93.0,,,
297.687904,-0.872,0.224,0.22,-93.0,,,
297.737952,-0.91,0.31,0.224,-93.0,,,
297.788,-0.842,0.224,0.172,-93.0,,,
298.237856,-0.904,0.294,0.262,-99.0,,,
298.287904,-0.898,0.248,0.134,-99.0,,,
298.337952,-0.92,0.328,0.28,-99.0,,,
298.388,-0.898,0.312,0.27,-99.0,,,
308.047856,-0.922,0.342,-0.142,,,-99.0,
308.097904,-0.674,0.022,-0.108,,,-99.0,
308.147952,-0.672,0.542,-0.4,,,-99.0,
308.198,-0.948,0.572,-0.506,,,-99.0,
308.447856,-1.048,0.472,0.07,,,-91.0,
308.497904,-0.61,1.414,0.184,,,-91.0,
308.547952,-0.726,1.496,0.008,,,-91.0,
308.598,-0.786,1.378,-0.056,,,-91.0,
308.647856,-0.616,0.28,0.616,-101.0,,-85.0,
308.697904,-0.008,1.264,1.088,-101.0,,-85.0,
308.747952,-0.25,1.83,0.902,-101.0,,-85.0,
308.798,-0.056,0.524,0.798,-101.0,,-85.0,
308.847856,0.19,0.12,0.614,,,-94.0,
308.897904,0.086,0.5,0.716,,,-94.0,
308.947952,0.028,-0.01,0.838,,,-94.0,
308.998,-0.096,0.216,1.072,,,-94.0,
309.048856,0.526,-0.37,0.61,,,-84.0,
309.098904,0.408,-0.056,0.882,,,-84.0,
309.148952,0.496,0.302,0.824,,,-84.0,
309.199,0.616,-0.494,0.88,,,-84.0,
309.248856,0.598,-0.162,0.806,,,-85.0,
309.298904,0.712,-0.298,0.77,,,-85.0,
309.348952,0.688,-0.462,0.862,,,-85.0,
309.399,0.528,0.036,0.844,,,-85.0,
309.448856,0.67,-0.394,0.912,,,-89.0,
309.498904,0.656,-0.242,0.844,,,-89.0,
309.548952,0.56,-0.358,0.77,,,-89.0,
309.599,0.466,-0.17,0.738,,,-89.0,
309.648856,0.504,-0.002,0.704,,,-101.0,
309.698904,0.534,-0.17,0.736,,,-101.0,
309.748952,0.572,-0.116,0.744,,,-101.0,
309.799,0.544,-0.116,0.792,,,-101.0,
309.848856,0.566,-0.136,0.908,,,-91.0,
309.898904,0.524,0.24,0.8,,,-91.0,
309.948952,0.55,0.6,0.718,,,-91.0,
309.999,0.518,0.822,0.654,,,-91.0,
310.049856,0.496,1.064,0.642,,,-91.0,
310.099904,0.55,0.878,0.492,,,-91.0,
310.149952,0.494,0.99,0.416,,,-91.0,
310.2,0.472,0.894,0.384,,,-91.0,
310.249856,0.428,0.864,0.384,-97.0,,-90.0,
310.299904,0.398,0.88,0.392,-97.0,,-90.0,
310.349952,0.322,0.888,0.374,-97.0,,-90.0,
310.4,0.302,0.834,0.382,-97.0,,-90.0,
310.449856,0.294,0.864,0.36,,,-88.0,
310.499904,0.28,0.898,0.376,,,-88.0,
310.549952,0.252,1.016,0.37,,,-88.0,
310.6,0.244,0.884,0.414,,,-88.0,
310.649856,0.246,0.978,0.396,,,-86.0,
310.699904,0.236,0.924,0.444,,,-86.0,
310.749952,0.28,0.882,0.414,,,-86.0,
310.8,0.294,0.658,0.352,,,-86.0,
310.849856,0.386,0.716,0.304,,,-86.0,
310.899904,0.454,0.824,0.252,,,-86.0,
310.949952,0.498,0.912,0.272,,,-86.0,
311.0,0.572,0.824,0.242,,,-86.0,
311.049856,0.598,0.748,0.204,,,-81.0,
311.099904,0.536,0.742,0.24,,,-81.0,
311.149952,0.498,0.868,0.198,,,-81.0,
311.2,0.456,0.834,0.188,,,-81.0,
311.250856,0.43,0.87,0.206,,,-84.0,
311.300904,0.326,0.91,0.284,,,-84.0,
311.350952,0.316,0.894,0.29,,,-84.0,
311.401,0.412,0.782,0.24,,,-84.0,
311.450856,0.412,0.832,0.226,,,-89.0,
311.500904,0.37,0.942,0.224,,,-89.0,
311.550952,0.358,0.962,0.216,,,-89.0,
311.601,0.352,0.914,0.224,,,-89.0,
311.650856,0.376,0.888,0.22,,,-92.0,
311.700904,0.384,0.888,0.222,,,-92.0,
311.750952,0.368,0.866,0.2,,,-92.0,
311.801,0.364,0.882,0.196,,,-92.0,
311.850856,0.368,0.88,0.2,-93.0,,-89.0,
311.900904,0.398,0.888,0.184,-93.0,,-89.0,
311.950952,0.392,0.87,0.184,-93.0,,-89.0,
312.001,0.396,0.866,0.176,-93.0,,-89.0,
312.251856,0.156,0.878,0.232,,,-92.0,
312.301904,0.178,0.856,0.224,,,-92.0,
312.351952,0.166,0.904,0.262,,,-92.0,
312.402,0.178,0.91,0.272,,,-92.0,
312.451856,0.2,0.816,0.286,-99.0,,-100.0,
312.501904,0.192,0.882,0.296,-99.0,,-100.0,
312.551952,0.146,0.964,0.326,-99.0,,-100.0,
312.602,0.156,0.934,0.336,-99.0,,-100.0,
312.651856,0.16,0.932,0.344,-79.0,,-76.0,
312.701904,0.134,1.016,0.334,-79.0,,-76.0,
312.751952,0.158,1.254,0.358,-79.0,,-76.0,
312.802,-0.054,1.218,0.248,-79.0,,-76.0,
312.851856,-0.026,0.938,0.232,-75.0,,-73.0,
312.901904,-0.02,0.908,0.206,-75.0,,-73.0,
312.951952,-0.104,0.968,0.222,-75.0,,-73.0,
313.002,-0.032,0.91,0.24,-75.0,,-73.0,
313.051856,-0.002,0.782,0.252,-75.0,,-72.0,
313.101904,0.006,0.69,0.248,-75.0,,-72.0,
313.151952,-0.152,0.766,0.248,-75.0,,-72.0,
313.202,-0.144,0.608,0.252,-75.0,,-72.0,
313.252856,-0.334,0.718,0.24,-77.0,,-71.0,
313.302904,-0.562,0.702,0.184,-77.0,,-71.0,
313.352952,-0.842,0.856,0.13,-77.0,,-71.0,
313.403,-1.154,0.744,0.024,-77.0,,-71.0,
313.452856,-1.176,0.934,0.014,-73.0,,-72.0,
313.502904,-1.132,0.896,-0.064,-73.0,,-72.0,
313.552952,-0.872,0.696,-0.064,-73.0,,-72.0,
313.603,-0.874,0.71,-0.034,-73.0,,-72.0,
313.652856,-0.744,0.732,-0.002,-72.0,,-75.0,
313.702904,-0.776,0.678,0.064,-72.0,,-75.0,
313.752952,-0.81,0.626,0.142,-72.0,,-75.0,
313.803,-0.814,0.568,0.262,-72.0,,-75.0,
313.852856,-0.874,0.496,0.238,-72.0,,-74.0,
313.902904,-1.214,0.63,0.336,-72.0,,-74.0,
313.952952,-0.862,0.454,0.422,-72.0,,-74.0,
314.003,-1.07,0.486,0.462,-72.0,,-74.0,
314.052856,-1.06,0.454,0.462,-72.0,,-72.0,
314.102904,-0.818,0.224,0.45,-72.0,,-72.0,
314.152952,-0.82,0.166,0.432,-72.0,,-72.0,
314.203,-0.712,0.094,0.374,-72.0,,-72.0,
314.253856,-0.856,0.124,0.32,-71.0,,-71.0,
314.303904,-0.798,0.066,0.268,-71.0,,-71.0,
314.353952,-0.66,0.062,0.286,-71.0,,-71.0,
314.404,-1.168,0.328,0.238,-71.0,,-71.0,
314.453856,-0.932,0.262,0.292,-69.0,,-78.0,
314.503904,-0.89,0.332,0.294,-69.0,,-78.0,
314.553952,-0.896,0.384,0.24,-69.0,,-78.0,
314.604,-0.824,0.398,0.216,-69.0,,-78.0,
314.653856,-0.86,0.472,0.294,-76.0,,-78.0,
314.703904,-1.008,0.61,0.392,-76.0,,-78.0,
314.753952,-0.954,0.53,0.376,-76.0,,-78.0,
314.804,-0.898,0.4,0.4,-76.0,,-78.0,
314.853856,-0.944,0.31,0.398,-79.0,,-79.0,
314.903904,-1.008,0.286,0.398,-79.0,,-79.0,
314.953952,-1.14,0.408,0.396,-79.0,,-79.0,
315.004,-0.858,0.204,0.292,-79.0,,-79.0,
315.053856,-1.064,0.276,0.248,-72.0,,-73.0,
315.103904,-1.352,0.302,0.16,-72.0,,-73.0,
315.153952,-1.124,0.304,0.16,-72.0,,-73.0,
315.204,-0.788,0.23,0.126,-72.0,,-73.0,
315.253856,-0.592,0.23,0.112,-75.0,,-71.0,
315.303904,-0.538,0.248,0.13,-75.0,,-71.0,
315.353952,-0.656,0.24,0.152,-75.0,,-71.0,
315.404,-0.882,0.258,0.142,-75.0,,-71.0,
315.454856,-0.866,0.248,0.236,-72.0,,-75.0,
315.504904,-1.14,0.37,0.232,-72.0,,-75.0,
315.554952,-1.088,0.336,0.352,-72.0,,-75.0,
315.605,-1.16,0.364,0.454,-72.0,,-75.0,
315.654856,-0.864,0.306,0.386,-74.0,,-81.0,
315.704904,-0.894,0.224,0.312,-74.0,,-81.0,
315.754952,-0.874,0.312,0.38,-74.0,,-81.0,
315.805,-0.856,0.462,0.404,-74.0,,-81.0,
315.854856,-0.884,0.398,0.348,-81.0,,-76.0,
315.904904,-0.946,0.304,0.318,-81.0,,-76.0,
315.954952,-0.97,0.348,0.254,-81.0,,-76.0,
316.005,-1.054,0.342,0.224,-81.0,,-76.0,
316.054856,-1.186,0.216,0.088,-83.0,,-88.0,
316.104904,-1.198,0.248,0.054,-83.0,,-88.0,
316.154952,-1.368,0.344,-0.02,-83.0,,-88.0,
316.205,-1.178,0.254,0.048,-83.0,,-88.0,
316.254856,-0.734,0.254,0.11,-76.0,,-80.0,
316.304904,-0.616,0.284,0.152,-76.0,,-80.0,
316.354952,-0.578,0.286,0.062,-76.0,,-80.0,
316.405,-0.632,0.368,0.1,-76.0,,-80.0,
316.455856,-0.788,0.376,0.166,-73.0,,-82.0,
316.505904,-0.858,0.382,0.232,-73.0,,-82.0,
316.555952,-0.756,0.304,0.226,-73.0,,-82.0,
316.606,-1.114,0.542,0.206,-73.0,,-82.0,
316.655856,-1.074,0.472,0.312,-83.0,,-87.0,
316.705904,-1.01,0.554,0.248,-83.0,,-87.0,
316.755952,-0.898,0.496,0.238,-83.0,,-87.0,
316.806,-0.848,0.338,0.22,-83.0,,-87.0,
316.855856,-0.69,0.456,0.244,-72.0,,-87.0,
316.905904,-0.664,0.452,0.264,-72.0,,-87.0,
316.955952,-0.682,0.384,0.264,-72.0,,-87.0,
317.006,-0.788,0.328,0.226,-72.0,,-87.0,
317.055856,-0.864,0.39,0.194,-75.0,,,
317.105904,-0.958,0.44,0.242,-75.0,,,
317.155952,-1.058,0.368,0.216,-75.0,,,
317.206,-1.104,0.278,0.24,-75.0,,,
317.255856,-0.926,0.28,0.168,-75.0,,-92.0,
317.305904,-1.034,0.318,0.152,-75.0,,-92.0,
317.355952,-1.074,0.236,0.078,-75.0,,-92.0,
317.406,-0.556,0.968,0.24,-75.0,,-92.0,
317.456856,-1.096,-0.43,-0.002,-71.0,,-91.0,
317.506904,-0.776,-0.248,0.054,-71.0,,-91.0,
317.556952,-0.73,0.398,0.07,-71.0,,-91.0,
317.607,-0.586,0.136,-0.012,-71.0,,-91.0,
317.656856,-0.558,0.182,0.056,-74.0,,-88.0,
317.706904,-0.51,0.208,0.024,-74.0,,-88.0,
317.756952,-0.68,0.304,0.012,-74.0,,-88.0,
317.807,-0.904,0.374,0.03,-74.0,,-88.0,
317.856856,-0.882,0.326,0.12,-66.0,,-75.0,
317.906904,-1.736,0.552,0.152,-66.0,,-75.0,
317.956952,-1.348,0.376,0.174,-66.0,,-75.0,
318.007,-1.392,0.496,0.226,-66.0,,-75.0,
318.056856,-1.104,0.28,0.19,-67.0,,-85.0,
318.106904,-0.682,0.358,0.232,-67.0,,-85.0,
318.156952,-0.494,0.334,0.2,-67.0,,-85.0,
318.207,-0.474,0.326,0.12,-67.0,,-85.0,
318.256856,-0.416,0.304,0.092,-68.0,,-88.0,
318.306904,-0.648,0.442,-0.002,-68.0,,-88.0,
318.356952,-0.842,0.432,-0.04,-68.0,,-88.0,
318.407,-1.138,0.576,-0.04,-68.0,,-88.0,
318.457856,-1.87,0.694,-0.026,-65.0,,-103.0,
318.507904,-2.256,0.72,-0.04,-65.0,,-103.0,
318.557952,-1.054,0.312,0.056,-65.0,,-103.0,
318.608,-0.57,0.462,0.272,-65.0,,-103.0,
318.657856,-0.546,0.718,0.048,-73.0,,-77.0,
318.707904,-0.93,0.896,0.572,-73.0,,-77.0,
318.757952,-0.882,1.126,0.896,-73.0,,-77.0,
318.808,-0.404,-0.062,0.728,-73.0,,-77.0,
318.857856,-0.158,0.142,0.988,-67.0,,-80.0,
318.907904,0.59,-0.128,1.518,-67.0,,-80.0,
318.957952,1.76,0.192,1.052,-67.0,,-80.0,
319.008,1.272,0.152,0.212,-67.0,,-80.0,
319.057856,0.688,0.55,-0.36,-71.0,,-77.0,
319.107904,0.376,-0.014,-0.202,-71.0,,-77.0,
319.157952,-0.068,0.096,0.574,-71.0,,-77.0,
319.208,0.91,0.032,0.68,-71.0,,-77.0,
319.257856,1.056,-0.442,0.782,-70.0,,-77.0,
319.307904,0.88,-0.272,0.556,-70.0,,-77.0,
319.357952,1.0,-0.384,0.55,-70.0,,-77.0,
319.408,0.904,0.048,0.558,-70.0,,-77.0,
319.458856,0.846,-0.16,0.498,-71.0,,-78.0,
319.508904,0.878,-0.19,0.448,-71.0,,-78.0,
319.558952,0.928,-0.194,0.43,-71.0,,-78.0,
319.609,0.914,-0.136,0.51,-71.0,,-78.0,
319.658856,0.914,-0.206,0.46,-70.0,,-81.0,
319.708904,0.92,-0.08,0.472,-70.0,,-81.0,
319.758952,0.834,-0.114,0.402,-70.0,,-81.0,
319.809,0.62,-0.186,0.482,-70.0,,-81.0,
319.858856,0.544,-0.328,0.44,-69.0,,-80.0,
319.908904,0.368,-0.104,0.262,-69.0,,-80.0,
319.958952,0.03,0.046,0.24,-69.0,,-80.0,
320.009,-0.016,0.13,0.328,-69.0,,-80.0,
320.058856,0.128,0.208,0.28,-71.0,,-78.0,
320.108904,-0.048,0.568,0.374,-71.0,,-78.0,
320.158952,-0.506,0.918,0.262,-71.0,,-78.0,
320.209,-0.968,0.966,-0.154,-71.0,,-78.0,
320.258856,-1.21,0.838,-0.132,-74.0,,-84.0,
320.308904,-2.474,1.98,0.838,-74.0,,-84.0,
320.358952,-1.322,0.814,0.894,-74.0,,-84.0,
320.409,-1.358,1.676,1.07,-74.0,,-84.0,
320.458856,-0.994,0.472,0.398,-67.0,,-102.0,
320.508904,-0.68,0.526,0.638,-67.0,,-102.0,
320.558952,-0.904,0.112,0.476,-67.0,,-102.0,
320.609,-0.884,-0.128,0.336,-67.0,,-102.0,
320.659856,-0.842,0.096,0.368,-68.0,,-89.0,
320.709904,-1.264,-0.048,0.152,-68.0,,-89.0,
320.759952,-1.08,0.322,0.172,-68.0,,-89.0,
320.81,-0.634,0.414,0.316,-68.0,,-89.0,
320.859856,-0.676,0.424,0.368,-70.0,,-89.0,
