t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
527.681904,0.43,-0.504,-0.698,-75.0,,,
527.731952,0.4,-0.528,-0.68,-75.0,,,
527.782,0.334,-0.498,-0.62,-75.0,,,
527.831856,0.342,-0.596,-0.544,-74.0,,,
527.881904,0.294,-0.592,-0.536,-74.0,,,
527.931952,0.248,-0.656,-0.538,-74.0,,,
527.982,0.192,-0.68,-0.544,-74.0,,,
528.031856,0.176,-0.73,-0.64,-72.0,,,
528.081904,0.146,-0.788,-0.73,-72.0,,,
528.131952,0.082,-0.776,-0.836,-72.0,,,
528.182,0.108,-0.84,-0.904,-72.0,,,
528.232856,0.172,-0.8,-0.85,-74.0,,,
528.282904,0.23,-0.75,-0.736,-74.0,,,
528.332952,0.27,-0.72,-0.658,-74.0,,,
528.383,0.262,-0.696,-0.5,-74.0,,,
528.432856,0.224,-0.672,-0.414,-71.0,,,
528.482904,0.232,-0.814,-0.314,-71.0,,,
528.532952,0.222,-0.772,-0.222,-71.0,,,
528.583,0.046,-0.69,0.208,-71.0,,,
528.632856,-0.018,-0.512,0.46,-78.0,,,
528.682904,0.254,-0.344,0.406,-78.0,,,
528.732952,0.342,-0.692,0.37,-78.0,,,
528.783,1.068,-1.13,0.006,-78.0,,,
528.832856,0.854,-1.954,-0.224,-78.0,,,
528.882904,0.704,-0.784,-0.286,-78.0,,,
528.932952,0.462,-0.738,-0.148,-78.0,,,
528.983,0.356,-0.878,-0.03,-78.0,,,
529.032856,0.364,-0.836,-0.178,-76.0,,,
529.082904,0.398,-0.976,-0.19,-76.0,,,
529.132952,0.456,-0.904,-0.144,-76.0,,,
529.183,0.492,-0.976,-0.09,-76.0,,,
529.233856,0.47,-0.876,-0.09,-73.0,,,
529.283904,0.488,-0.824,-0.056,-73.0,,,
529.333952,0.332,-0.85,-0.032,-73.0,,,
529.384,0.304,-0.912,0.11,-73.0,,,
529.433856,0.318,-0.802,-0.032,-74.0,,,
529.483904,0.222,-0.808,-0.032,-74.0,,,
529.533952,0.312,-0.68,-0.026,-74.0,,,
529.584,0.422,-0.938,-0.13,-74.0,,,
529.633856,0.408,-0.9,-0.226,-76.0,,,
529.683904,0.438,-0.88,-0.24,-76.0,,,
529.733952,0.28,-0.894,-0.132,-76.0,,,
529.784,0.254,-0.782,-0.176,-76.0,,,
529.833856,0.396,-0.858,-0.194,-79.0,,,
529.883904,0.374,-0.834,-0.228,-79.0,,,
529.933952,0.448,-0.962,-0.178,-79.0,,,
529.984,0.326,-0.89,-0.162,-79.0,,,
530.033856,0.344,-0.89,-0.19,-78.0,,,
530.083904,0.312,-0.954,-0.25,-78.0,,,
530.133952,0.312,-0.866,-0.244,-78.0,,,
530.184,0.332,-0.962,-0.282,-78.0,,,
530.234856,0.286,-0.852,-0.288,-75.0,,,
530.284904,0.326,-0.884,-0.212,-75.0,,,
530.334952,0.286,-0.84,-0.268,-75.0,,,
530.385,0.216,-0.872,-0.218,-75.0,,,
530.434856,0.27,-0.834,-0.306,-75.0,,,
530.484904,0.206,-0.874,-0.222,-75.0,,,
530.534952,0.23,-0.84,-0.228,-75.0,,,
530.585,0.252,-0.872,-0.214,-75.0,,,
530.634856,0.274,-0.89,-0.24,-74.0,,,
530.684904,0.272,-0.89,-0.226,-74.0,,,
530.734952,0.29,-0.962,-0.212,-74.0,,,
530.785,0.224,-0.896,-0.242,-74.0,,,
530.834856,0.286,-0.922,-0.162,-73.0,,,
530.884904,0.26,-0.89,-0.16,-73.0,,,
530.934952,0.252,-0.936,-0.186,-73.0,,,
530.985,0.294,-0.826,-0.192,-73.0,,,
531.034856,0.284,-0.906,-0.194,-73.0,,,
531.084904,0.262,-0.874,-0.196,-73.0,,,
531.134952,0.262,-0.904,-0.208,-73.0,,,
531.185,0.27,-0.894,-0.234,-73.0,,,
531.235856,0.248,-0.922,-0.154,-74.0,,,
531.285904,0.224,-0.808,-0.288,-74.0,,,
531.335952,0.236,-0.874,-0.258,-74.0,,,
531.386,0.23,-0.952,-0.208,-74.0,,,
531.435856,0.262,-0.862,-0.268,-75.0,,,
531.485904,0.27,-0.928,-0.252,-75.0,,,
531.535952,0.246,-0.89,-0.244,-75.0,,,
531.586,0.248,-0.912,-0.234,-75.0,,,
531.635856,0.252,-0.922,-0.252,-75.0,,,
531.685904,0.278,-0.898,-0.242,-75.0,,,
531.735952,0.29,-0.926,-0.222,-75.0,,,
531.786,0.268,-0.878,-0.2,-75.0,,,
531.835856,0.248,-0.894,-0.176,-74.0,,,
531.885904,0.252,-0.84,-0.16,-74.0,,,
531.935952,0.23,-0.934,-0.128,-74.0,,,
531.986,0.162,-0.9,-0.116,-74.0,,,
532.035856,0.246,-1.074,-0.042,-75.0,,,
532.085904,0.412,-0.928,0.012,-75.0,,,
532.135952,0.51,-0.882,-0.012,-75.0,,,
532.186,0.466,-0.756,-0.132,-75.0,,,
532.235856,0.47,-0.648,-0.21,-77.0,,,
532.285904,0.508,-0.654,-0.372,-77.0,,,
532.335952,0.48,-0.632,-0.458,-77.0,,,
532.386,0.46,-0.69,-0.416,-77.0,,,
532.636856,0.584,-0.728,-0.32,-75.0,,,
532.686904,0.664,-0.712,-0.192,-75.0,,,
532.736952,0.764,-1.056,-0.25,-75.0,,,
532.787,0.704,-0.49,-0.256,-75.0,,,
532.836856,0.72,-0.474,-0.194,-71.0,,,
532.886904,0.674,-0.304,-0.154,-71.0,,,
532.936952,0.754,-0.322,-0.096,-71.0,,,
532.987,0.844,-0.458,-0.024,-71.0,,,
533.036856,0.88,-0.232,-0.032,-70.0,,,
533.086904,0.966,-0.112,0.024,-70.0,,,
533.136952,1.768,-1.38,-0.808,-70.0,,,
533.187,0.738,-0.144,0.352,-70.0,,,
533.236856,1.094,-0.272,-0.02,-73.0,,,
533.286904,0.944,-0.16,0.012,-73.0,,,
533.336952,0.896,-0.178,0.014,-73.0,,,
533.387,0.914,-0.162,-0.08,-73.0,,,
533.436856,0.96,-0.18,-0.096,-71.0,,,
533.486904,1.01,-0.154,-0.122,-71.0,,,
533.536952,1.02,-0.168,-0.128,-71.0,,,
533.587,1.102,-0.424,-0.104,-71.0,,,
533.637856,1.058,-0.446,-0.154,-73.0,,,
533.687904,0.984,-0.504,-0.132,-73.0,,,
533.737952,0.856,-0.516,-0.032,-73.0,,,
533.788,0.83,-0.594,0.11,-73.0,,,
533.837856,0.864,-0.45,0.088,-76.0,,,
533.887904,0.844,-0.474,0.182,-76.0,,,
533.937952,0.688,-0.422,0.142,-76.0,,,
533.988,0.702,0.018,-0.058,-76.0,,,
534.037856,0.664,-0.584,-0.32,-73.0,,,
534.087904,0.706,-0.84,-0.226,-73.0,,,
534.137952,0.622,-0.39,-0.498,-73.0,,,
534.188,0.594,-0.308,-0.51,-73.0,,,
534.237856,0.632,-0.242,-0.424,-70.0,,,
534.287904,0.736,-0.254,-0.37,-70.0,,,
534.337952,0.894,-0.26,-0.232,-70.0,,,
534.388,0.976,-0.208,-0.146,-70.0,,,
534.437856,1.052,-0.174,-0.122,-64.0,,,
534.487904,1.074,-0.19,-0.144,-64.0,,,
534.537952,0.996,-0.206,-0.18,-64.0,,,
534.588,1.02,-0.244,-0.2,-64.0,,,
534.638856,0.992,-0.212,-0.212,-58.0,,,
534.688904,0.966,-0.178,-0.208,-58.0,,,
534.738952,0.92,-0.162,-0.2,-58.0,,,
534.789,0.946,-0.142,-0.194,-58.0,,,
534.838856,0.966,-0.16,-0.208,-58.0,,,
534.888904,0.976,-0.19,-0.212,-58.0,,,
534.938952,1.15,-0.336,-0.05,-58.0,,,
534.989,0.988,-0.276,0.006,-58.0,,,
535.038856,0.992,-0.266,0.016,-58.0,,,
535.088904,1.008,-0.21,0.03,-58.0,,,
535.138952,1.048,-0.128,-0.004,-58.0,,,
535.189,1.006,-0.046,-0.05,-58.0,,,
535.238856,1.006,0.04,-0.09,-58.0,,,
535.288904,1.016,0.006,-0.066,-58.0,,,
535.338952,1.038,0.07,-0.058,-58.0,,,
535.389,1.122,0.07,-0.064,-58.0,,,
535.438856,0.856,-0.084,0.07,-61.0,,,
535.488904,0.912,-0.068,0.12,-61.0,,,
535.538952,0.956,-0.036,0.06,-61.0,,,
535.589,1.004,-0.042,0.06,-61.0,,,
535.639856,1.054,-0.104,0.016,-62.0,,,-101.0
535.689904,1.064,-0.16,-0.012,-62.0,,,-101.0
535.739952,1.056,-0.174,-0.108,-62.0,,,-101.0
535.79,1.004,-0.22,-0.078,-62.0,,,-101.0
535.839856,0.936,-0.248,-0.026,-65.0,,,-102.0
535.889904,0.956,-0.238,0.006,-65.0,,,-102.0
535.939952,0.966,-0.224,-0.002,-65.0,,,-102.0
535.99,0.92,-0.25,0.034,-65.0,,,-102.0
536.039856,0.926,-0.288,0.056,-63.0,,,
536.089904,0.972,-0.282,0.07,-63.0,,,
536.139952,0.934,-0.216,0.08,-63.0,,,
536.19,0.934,-0.128,0.096,-63.0,,,
536.239856,0.936,-0.026,0.174,-64.0,,,
536.289904,0.974,0.03,0.162,-64.0,,,
536.339952,0.948,-0.004,0.18,-64.0,,,
536.39,0.978,-0.04,0.16,-64.0,,,
536.439856,0.956,-0.056,0.176,-60.0,,,
536.489904,0.974,-0.05,0.15,-60.0,,,
536.539952,0.976,-0.048,0.044,-60.0,,,
536.59,0.934,-0.144,0.028,-60.0,,,
536.640856,0.958,-0.132,-0.008,-63.0,,,-101.0
536.690904,0.99,-0.144,-0.05,-63.0,,,-101.0
536.740952,0.992,-0.168,-0.076,-63.0,,,-101.0
536.791,0.998,-0.194,-0.09,-63.0,,,-101.0
536.840856,0.958,-0.194,-0.104,-65.0,,,
536.890904,0.966,-0.168,-0.122,-65.0,,,
536.940952,1.0,-0.09,-0.122,-65.0,,,
536.991,0.976,-0.116,-0.136,-65.0,,,
537.040856,0.934,-0.098,-0.13,-65.0,,,
537.090904,1.02,-0.09,-0.122,-65.0,,,
537.140952,1.008,-0.094,-0.116,-65.0,,,
537.191,0.968,-0.074,-0.114,-65.0,,,
537.240856,0.968,-0.062,-0.1,-66.0,,,
537.290904,0.962,-0.08,-0.108,-66.0,,,
537.340952,0.95,-0.16,-0.072,-66.0,,,
537.391,1.006,-0.186,-0.064,-66.0,,,
537.440856,0.926,-0.196,-0.056,-64.0,,,
537.490904,0.942,-0.148,-0.024,-64.0,,,
537.540952,0.96,-0.128,0.014,-64.0,,,
537.591,1.008,-0.144,0.03,-64.0,,,
537.640856,0.932,-0.128,0.018,-64.0,,,
537.690904,0.95,-0.1,-0.018,-64.0,,,
537.740952,0.978,-0.136,-0.034,-64.0,,,
537.791,0.944,-0.192,-0.032,-64.0,,,
537.841856,0.932,-0.216,-0.016,-63.0,,,
537.941952,0.972,-0.286,-0.026,-63.0,,,
537.992,0.998,-0.288,-0.016,-63.0,,,
538.041856,1.032,-0.242,0.018,-60.0,,,
538.091904,0.972,-0.184,0.044,-60.0,,,
538.141952,0.92,-0.178,0.048,-60.0,,,
538.192,0.942,-0.232,0.044,-60.0,,,
538.241856,0.974,-0.272,0.05,-59.0,,,
538.291904,0.952,-0.26,0.064,-59.0,,,
538.341952,0.912,-0.264,0.056,-59.0,,,
538.392,0.926,-0.234,0.064,-59.0,,,
538.441856,0.926,-0.222,0.056,-58.0,,,
538.491904,0.92,-0.266,0.06,-58.0,,,
538.541952,0.926,-0.232,0.05,-58.0,,,
538.592,0.96,-0.304,0.062,-58.0,,,
538.641856,0.93,-0.334,0.07,-58.0,,,
538.691904,0.984,-0.306,0.044,-58.0,,,
538.741952,0.974,-0.272,0.028,-58.0,,,
538.792,0.982,-0.232,0.006,-58.0,,,
538.842856,0.94,-0.22,0.028,-58.0,,,
538.892904,0.918,-0.212,0.038,-58.0,,,
538.942952,0.912,-0.208,0.036,-58.0,,,
538.993,0.944,-0.242,0.04,-58.0,,,
539.042856,0.972,-0.194,0.018,-60.0,,,
539.092904,1.01,-0.17,0.02,-60.0,,,
539.142952,1.036,-0.16,0.044,-60.0,,,
539.193,1.006,-0.126,0.076,-60.0,,,
539.242856,0.952,-0.066,0.024,-59.0,,,
539.292904,0.984,-0.096,-0.002,-59.0,,,
539.342952,0.986,-0.228,0.056,-59.0,,,
539.393,0.974,-0.186,0.048,-59.0,,,
539.442856,0.936,-0.12,0.088,-61.0,,,
539.492904,0.952,-0.128,0.062,-61.0,,,
539.542952,0.974,-0.064,0.088,-61.0,,,
539.593,0.978,-0.034,0.112,-61.0,,,
539.642856,0.976,-0.018,0.142,-61.0,,,
539.692904,0.96,-0.046,0.088,-61.0,,,
539.742952,0.968,-0.142,0.088,-61.0,,,
539.793,0.978,-0.172,0.096,-61.0,,,
539.843856,0.994,-0.128,0.112,-62.0,,,
539.893904,0.988,-0.11,0.104,-62.0,,,
539.943952,0.984,-0.098,0.114,-62.0,,,
539.994,0.992,-0.094,0.102,-62.0,,,
540.043856,0.974,-0.036,0.112,-62.0,,,
540.093904,0.956,0.048,0.124,-62.0,,,
540.143952,0.972,-0.026,0.082,-62.0,,,
540.194,0.962,-0.064,0.078,-62.0,,,
540.243856,0.984,-0.062,0.056,-61.0,,,
540.293904,1.008,-0.098,0.078,-61.0,,,
540.343952,1.016,-0.116,0.092,-61.0,,,
540.394,0.982,-0.104,0.06,-61.0,,,
540.443856,0.982,-0.036,0.072,-62.0,,,
540.493904,0.972,0.016,0.066,-62.0,,,
540.543952,0.966,0.028,0.06,-62.0,,,
540.594,0.976,0.016,0.072,-62.0,,,
540.643856,0.992,0.028,0.076,-61.0,,,
540.693904,0.984,0.028,0.088,-61.0,,,
540.743952,0.992,0.012,0.07,-61.0,,,
540.794,0.984,0.014,0.098,-61.0,,,
540.844856,0.962,0.006,0.078,-61.0,,,
540.894904,0.974,-0.008,0.088,-61.0,,,
540.944952,0.988,-0.016,0.07,-61.0,,,
540.995,0.996,-0.016,0.096,-61.0,,,
541.044856,0.958,-0.014,0.088,-60.0,,,
541.094904,0.978,0.014,0.092,-60.0,,,
541.144952,0.988,0.012,0.1,-60.0,,,
541.195,0.984,0.022,0.096,-60.0,,,
541.244856,0.984,0.038,0.096,-60.0,,,
541.294904,0.944,0.03,0.088,-60.0,,,
541.344952,0.984,0.056,0.108,-60.0,,,
541.395,0.974,0.006,0.108,-60.0,,,
541.444856,1.022,-0.002,0.096,-60.0,,,
541.494904,0.946,0.064,0.124,-60.0,,,
541.544952,0.958,-0.03,0.13,-60.0,,,
541.595,0.934,-0.018,0.126,-60.0,,,
541.644856,0.992,-0.048,0.112,-59.0,,,
541.694904,1.014,-0.018,0.096,-59.0,,,
541.744952,1.016,0.03,0.112,-59.0,,,
541.795,0.984,0.112,0.12,-59.0,,,
541.845856,0.958,0.07,0.128,-59.0,,,
541.895904,0.968,0.048,0.12,-59.0,,,
541.945952,0.97,0.03,0.134,-59.0,,,
541.996,0.984,0.044,0.112,-59.0,,,
542.045856,1.008,-0.056,0.114,-58.0,,,
542.095904,1.008,-0.036,0.124,-58.0,,,
542.145952,0.96,0.01,0.158,-58.0,,,
542.196,0.972,0.036,0.124,-58.0,,,
542.245856,0.974,0.034,0.11,-58.0,,,
542.295904,0.956,0.062,0.136,-58.0,,,
542.345952,0.998,0.048,0.126,-58.0,,,
542.396,0.984,-0.024,0.102,-58.0,,,
542.445856,0.992,-0.052,0.104,-60.0,,,
542.495904,1.008,-0.062,0.112,-60.0,,,
542.545952,0.982,-0.078,0.166,-60.0,,,
542.596,0.998,-0.068,0.172,-60.0,,,
542.645856,0.992,-0.03,0.16,-60.0,,,
542.695904,1.0,0.068,0.128,-60.0,,,
542.745952,0.988,0.058,0.152,-60.0,,,
542.796,0.978,0.034,0.152,-60.0,,,
542.845856,0.992,-0.058,0.156,-60.0,,,
542.895904,0.992,-0.072,0.158,-60.0,,,
542.945952,0.96,-0.048,0.104,-60.0,,,
542.996,0.934,-0.052,0.104,-60.0,,,
543.046856,0.942,-0.05,0.078,-61.0,,,
543.096904,0.982,-0.082,0.094,-61.0,,,
543.146952,1.008,-0.002,0.198,-61.0,,,
543.197,0.974,-0.034,0.236,-61.0,,,
543.246856,1.03,-0.024,0.198,-60.0,,,
543.296904,1.048,-0.148,0.166,-60.0,,,
543.346952,1.1,-0.194,0.152,-60.0,,,
543.397,1.004,-0.126,0.142,-60.0,,,
543.446856,0.968,-0.064,0.112,-62.0,,,
543.496904,0.904,-0.132,0.14,-62.0,,,
543.546952,0.934,-0.136,0.12,-62.0,,,
543.597,0.928,-0.154,0.134,-62.0,,,
543.646856,0.938,-0.154,0.124,-61.0,,,
543.696904,0.944,-0.192,0.158,-61.0,,,
543.746952,0.966,-0.222,0.166,-61.0,,,
543.797,0.956,-0.222,0.178,-61.0,,,
543.846856,0.952,-0.242,0.204,-61.0,,,
543.896904,0.942,-0.226,0.168,-61.0,,,
543.946952,0.924,-0.226,0.178,-61.0,,,
543.997,0.914,-0.216,0.156,-61.0,,,
544.047856,0.91,-0.226,0.146,-61.0,,,
544.097904,0.962,-0.222,0.176,-61.0,,,
544.147952,0.956,-0.206,0.198,-61.0,,,
544.198,0.944,-0.194,0.224,-61.0,,,
544.247856,0.91,-0.186,0.22,-60.0,,,
544.297904,0.934,-0.192,0.198,-60.0,,,
544.347952,0.924,-0.226,0.184,-60.0,,,
544.398,0.934,-0.258,0.144,-60.0,,,
544.447856,0.944,-0.272,0.116,-61.0,,,
544.497904,0.914,-0.306,0.108,-61.0,,,
544.547952,0.96,-0.368,0.078,-61.0,,,
544.598,0.992,-0.42,0.054,-61.0,,,
544.647856,0.984,-0.56,0.084,-63.0,,,
544.697904,0.958,-0.522,0.024,-63.0,,,
544.747952,0.964,-0.542,-0.048,-63.0,,,
544.798,0.96,-0.548,-0.144,-63.0,,,
544.847856,0.934,-0.574,-0.164,-64.0,,,
544.897904,0.896,-0.592,-0.218,-64.0,,,
544.947952,0.894,-0.586,-0.228,-64.0,,,
544.998,0.85,-0.72,-0.128,-64.0,,,
545.048856,0.792,-0.734,-0.084,-67.0,,,-97.0
545.098904,0.692,-0.856,-0.012,-67.0,,,-97.0
545.148952,0.574,-0.83,0.03,-67.0,,,-97.0
545.199,0.376,-0.83,-0.062,-67.0,,,-97.0
545.248856,0.286,-0.89,0.03,-65.0,,,
545.298904,0.176,-0.592,0.204,-65.0,,,
545.348952,0.24,-0.898,0.494,-65.0,,,
545.399,0.094,-0.968,0.19,-65.0,,,
545.448856,0.096,-0.864,0.14,-66.0,,,
545.498904,0.102,-0.91,0.126,-66.0,,,
545.548952,0.188,-0.864,0.274,-66.0,,,
545.599,0.154,-0.784,0.23,-66.0,,,
545.648856,0.224,-1.146,0.208,-67.0,,,-102.0
545.698904,0.15,-0.946,0.192,-67.0,,,-102.0
545.748952,0.114,-0.986,0.156,-67.0,,,-102.0
545.799,0.126,-1.042,0.124,-67.0,,,-102.0
545.848856,0.178,-0.864,0.242,-67.0,,,
545.898904,0.14,-1.026,0.23,-67.0,,,
545.948952,0.08,-0.816,0.296,-67.0,,,
545.999,0.096,-0.906,0.304,-67.0,,,
546.049856,0.064,-1.054,0.206,-67.0,,,-105.0
546.099904,0.08,-1.118,0.39,-67.0,,,-105.0
546.149952,0.094,-0.888,0.35,-67.0,,,-105.0
546.2,0.064,-0.96,0.356,-67.0,,,-105.0
546.249856,0.066,-0.92,0.39,-67.0,,,
546.299904,0.038,-0.954,0.356,-67.0,,,
546.349952,0.038,-0.9,0.326,-67.0,,,
546.4,0.034,-0.91,0.348,-67.0,,,
546.449856,0.024,-0.936,0.334,-67.0,,,-99.0
546.499904,0.016,-0.898,0.356,-67.0,,,-99.0
546.549952,0.012,-0.92,0.38,-67.0,,,-99.0
546.6,-0.008,-0.916,0.334,-67.0,,,-99.0
546.649856,0.024,-0.936,0.368,-67.0,,,-105.0
546.699904,0.03,-0.914,0.318,-67.0,,,-105.0
546.749952,0.024,-0.946,0.242,-67.0,,,-105.0
546.8,0.024,-0.976,0.294,-67.0,,,-105.0
546.849856,0.008,-0.928,0.296,-67.0,,,-101.0
546.899904,0.032,-0.928,0.296,-67.0,,,-101.0
546.949952,0.04,-0.968,0.26,-67.0,,,-101.0
547.0,0.054,-0.964,0.288,-67.0,,,-101.0
547.050856,0.064,-0.932,0.28,-66.0,,,
547.100904,0.066,-0.986,0.304,-66.0,,,
547.150952,0.072,-0.968,0.284,-66.0,,,
547.201,0.066,-0.954,0.286,-66.0,,,
547.250856,0.066,-0.962,0.352,-66.0,,,-105.0
547.300904,0.04,-0.776,0.242,-66.0,,,-105.0
547.350952,0.086,-1.038,0.254,-66.0,,,-105.0
547.401,0.07,-0.936,0.318,-66.0,,,-105.0
547.450856,0.066,-0.97,0.274,-66.0,,,
547.500904,0.076,-0.944,0.296,-66.0,,,
547.550952,0.062,-0.93,0.286,-66.0,,,
547.601,0.078,-0.954,0.278,-66.0,,,
547.650856,0.078,-0.96,0.28,-67.0,,,-96.0
547.700904,0.078,-0.954,0.3,-67.0,,,-96.0
547.750952,0.062,-0.97,0.296,-67.0,,,-96.0
547.801,0.07,-0.962,0.3,-67.0,,,-96.0
547.850856,0.07,-0.952,0.304,-67.0,,,
547.900904,0.072,-0.938,0.3,-67.0,,,
547.950952,0.072,-0.92,0.294,-67.0,,,
548.001,0.048,-0.984,0.284,-67.0,,,
548.050856,0.062,-0.96,0.288,-67.0,,,
548.100904,0.038,-0.958,0.272,-67.0,,,
548.150952,0.032,-0.958,0.27,-67.0,,,
548.201,0.044,-0.958,0.304,-67.0,,,
548.251856,0.014,-0.932,0.23,-67.0,,,-98.0
548.301904,0.03,-0.928,0.248,-67.0,,,-98.0
548.351952,0.04,-0.97,0.268,-67.0,,,-98.0
548.402,0.032,-0.97,0.27,-67.0,,,-98.0
548.451856,0.03,-0.974,0.28,-67.0,,,
548.501904,0.018,-0.944,0.262,-67.0,,,
548.551952,0.032,-0.952,0.286,-67.0,,,
548.602,0.04,-0.946,0.268,-67.0,,,
548.651856,0.034,-0.968,0.264,-67.0,,,
548.701904,0.028,-0.942,0.27,-67.0,,,
548.751952,0.028,-0.946,0.262,-67.0,,,
548.802,0.006,-0.954,0.252,-67.0,,,
548.851856,0.012,-0.984,0.206,-67.0,,,
548.901904,0.018,-0.976,0.236,-67.0,,,
548.951952,0.012,-0.944,0.24,-67.0,,,
549.002,0.014,-0.978,0.224,-67.0,,,
549.051856,0.006,-0.962,0.252,-68.0,,,-104.0
549.101904,0.066,-1.194,0.448,-68.0,,,-104.0
549.151952,0.008,-0.852,0.208,-68.0,,,-104.0
549.202,-0.014,-0.904,0.16,-68.0,,,-104.0
549.252856,-0.066,-0.936,0.078,-68.0,,,
549.302904,-0.084,-1.0,0.006,-68.0,,,
549.352952,-0.104,-0.954,-0.022,-68.0,,,
549.403,-0.122,-0.934,-0.09,-68.0,,,
549.452856,-0.116,-0.958,-0.072,-68.0,,,
549.502904,-0.132,-0.92,-0.158,-68.0,,,
549.552952,-0.12,-0.938,-0.17,-68.0,,,
549.603,-0.128,-0.904,-0.186,-68.0,,,
549.652856,-0.128,-0.922,-0.168,-68.0,,,
549.702904,-0.132,-0.914,-0.172,-68.0,,,
549.752952,-0.138,-0.912,-0.228,-68.0,,,
549.803,-0.128,-0.92,-0.212,-68.0,,,
549.852856,-0.154,-0.912,-0.226,-67.0,,,-101.0
549.902904,-0.144,-0.906,-0.274,-67.0,,,-101.0
549.952952,-0.174,-0.884,-0.332,-67.0,,,-101.0
550.003,-0.196,-0.776,-0.404,-67.0,,,-101.0
550.052856,-0.2,-0.834,-0.48,-69.0,,,
550.102904,-0.226,-0.772,-0.57,-69.0,,,
550.152952,-0.254,-0.608,-0.628,-69.0,,,
550.203,-0.272,-0.592,-0.69,-69.0,,,
550.253856,-0.306,-0.532,-0.746,-66.0,,,
550.303904,-0.218,-0.538,-0.734,-66.0,,,
550.353952,-0.27,-0.544,-0.642,-66.0,,,
550.404,-0.302,-0.386,-0.638,-66.0,,,
550.453856,-0.28,-0.386,-0.584,-64.0,,-97.0,
550.503904,-0.266,-0.436,-0.602,-64.0,,-97.0,
550.553952,-0.136,-0.488,-0.68,-64.0,,-97.0,
550.604,-0.094,-0.584,-0.72,-64.0,,-97.0,
550.653856,-0.08,-0.61,-0.692,-69.0,,,-95.0
550.703904,-0.058,-0.608,-0.692,-69.0,,,-95.0
550.753952,-0.062,-0.408,-0.814,-69.0,,,-95.0
550.804,-0.074,-0.42,-0.832,-69.0,,,-95.0
550.853856,-0.052,-0.36,-0.804,-74.0,,,-104.0
550.903904,-0.072,-0.234,-0.824,-74.0,,,-104.0
550.953952,-0.058,-0.28,-0.808,-74.0,,,-104.0
551.004,-0.04,-0.218,-0.85,-74.0,,,-104.0
551.053856,-0.016,-0.222,-0.868,-71.0,,,
551.103904,0.014,-0.276,-0.908,-71.0,,,
551.153952,-0.026,-0.258,-0.878,-71.0,,,
551.204,-0.05,-0.266,-0.852,-71.0,,,
551.254856,-0.058,-0.2,-0.85,-71.0,,,
551.304904,-0.026,-0.21,-0.816,-71.0,,,
551.354952,-0.04,-0.194,-0.818,-71.0,,,
551.405,0.014,-0.366,-0.848,-71.0,,,
551.454856,-0.018,-0.25,-0.826,-70.0,,,-104.0
551.504904,0.032,-0.278,-0.96,-70.0,,,-104.0
551.554952,-0.014,-0.264,-0.848,-70.0,,,-104.0
551.605,-0.016,-0.318,-0.794,-70.0,,,-104.0
551.654856,-0.018,-0.306,-0.802,-69.0,,,
551.704904,-0.008,-0.304,-0.828,-69.0,,,
551.754952,-0.018,-0.288,-0.83,-69.0,,,
551.805,-0.018,-0.302,-0.786,-69.0,,,
551.854856,-0.036,-0.252,-0.788,-67.0,,,-104.0
551.904904,-0.01,-0.232,-0.836,-67.0,,,-104.0
551.954952,0.006,-0.232,-0.856,-67.0,,,-104.0
552.005,-0.004,-0.202,-0.866,-67.0,,,-104.0
552.054856,0.028,-0.154,-0.992,-69.0,,,
552.104904,-0.004,-0.122,-0.964,-69.0,,,
552.154952,0.044,-0.106,-1.026,-69.0,,,
552.205,0.04,-0.068,-0.956,-69.0,,,
552.255856,0.032,0.014,-0.958,-72.0,,,
552.305904,0.014,0.044,-0.952,-72.0,,,
552.355952,-0.01,0.044,-0.92,-72.0,,,
552.406,-0.08,0.022,-0.884,-72.0,,,
552.455856,-0.12,-0.008,-0.832,-70.0,,,
552.505904,-0.164,-0.09,-0.848,-70.0,,,
552.555952,-0.184,-0.146,-0.802,-70.0,,,
552.606,-0.208,-0.176,-0.77,-70.0,,,
552.655856,-0.226,-0.194,-0.734,-70.0,,,
552.705904,-0.226,-0.168,-0.728,-70.0,,,
552.755952,-0.232,-0.178,-0.74,-70.0,,,
552.806,-0.27,-0.13,-0.776,-70.0,,,
552.855856,-0.306,-0.104,-0.792,-71.0,,,
552.905904,-0.308,-0.1,-0.826,-71.0,,,
552.955952,-0.306,-0.122,-0.756,-71.0,,,
553.006,-0.266,-0.082,-0.738,-71.0,,,
553.055856,-0.234,-0.18,-0.826,-74.0,,,-104.0
553.105904,-0.238,-0.206,-0.872,-74.0,,,-104.0
553.155952,-0.178,-0.27,-0.908,-74.0,,,-104.0
553.206,-0.186,-0.288,-0.858,-74.0,,,-104.0
553.255856,-0.254,-0.264,-0.744,-75.0,,,
553.305904,-0.286,-0.238,-0.69,-75.0,,,
553.355952,-0.218,-0.264,-0.792,-75.0,,,
553.406,-0.174,-0.298,-0.776,-75.0,,,
553.456856,-0.074,-0.32,-0.69,-68.0,,,
553.506904,0.064,-0.378,-0.648,-68.0,,,
553.556952,0.246,-0.368,-0.89,-68.0,,,
553.607,0.352,-0.418,-0.866,-68.0,,,
553.656856,0.348,-0.45,-0.736,-70.0,,,
553.706904,0.4,-0.578,-0.708,-70.0,,,
553.756952,0.424,-0.64,-0.698,-70.0,,,
553.807,0.368,-0.576,-0.64,-70.0,,,
