t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
496.118952,0.262,0.642,0.582,-86.0,,,
496.169,-0.034,0.69,0.804,-86.0,,,
496.218856,-0.29,0.79,0.988,-77.0,,,
496.268904,0.262,0.774,0.754,-77.0,,,
496.318952,0.184,0.654,0.736,-77.0,,,
496.369,0.248,0.798,0.848,-77.0,,,
496.418856,0.286,0.688,0.712,-71.0,,,
496.468904,0.196,0.642,0.624,-71.0,,,
496.518952,0.112,0.55,0.706,-71.0,,,
496.569,0.172,0.62,0.934,-71.0,,,
496.619856,0.278,0.632,0.822,-86.0,,,
496.669904,-0.12,0.44,0.664,-86.0,,,
496.719952,-0.34,0.63,0.832,-86.0,,,
496.77,0.46,0.824,0.64,-86.0,,,
496.819856,0.438,0.636,0.63,-76.0,,,
496.869904,0.432,0.684,0.702,-76.0,,,
496.919952,0.352,0.818,0.782,-76.0,,,
496.97,0.222,0.87,0.69,-76.0,,,
497.019856,0.182,0.928,0.68,-73.0,,,
497.069904,0.226,0.824,0.646,-73.0,,,
497.119952,0.242,0.764,0.6,-73.0,,,
497.17,0.272,0.728,0.54,-73.0,,,
497.219856,0.28,0.706,0.48,-71.0,,,
497.269904,0.252,0.71,0.556,-71.0,,,
497.319952,0.222,0.758,0.624,-71.0,,,
497.37,0.172,0.87,0.684,-71.0,,,
497.419856,0.15,0.8,0.672,-72.0,,,
497.469904,0.226,0.752,0.584,-72.0,,,
497.519952,0.316,0.688,0.542,-72.0,,,
497.57,0.368,0.768,0.574,-72.0,,,
498.020856,0.264,0.814,0.558,-73.0,,,
498.070904,0.158,0.792,0.636,-73.0,,,
498.120952,0.236,0.92,0.62,-73.0,,,
498.171,0.262,0.76,0.592,-73.0,,,
498.220856,0.28,0.718,0.582,-76.0,,,
498.270904,0.284,0.798,0.55,-76.0,,,
498.320952,0.236,0.83,0.568,-76.0,,,
498.371,0.208,0.874,0.574,-76.0,,,
498.420856,0.224,0.828,0.56,-71.0,,,
498.470904,0.218,0.76,0.552,-71.0,,,
498.520952,0.206,0.752,0.528,-71.0,,,
498.571,0.192,0.844,0.558,-71.0,,,
498.621856,0.242,0.856,0.55,-74.0,,,
498.671904,0.252,0.848,0.526,-74.0,,,
498.721952,0.268,0.83,0.496,-74.0,,,
498.772,0.28,0.83,0.508,-74.0,,,
498.821856,0.286,0.862,0.528,-81.0,,,
498.871904,0.264,0.872,0.518,-81.0,,,
498.921952,0.21,0.888,0.52,-81.0,,,
498.972,0.2,0.846,0.48,-81.0,,,
499.021856,0.23,0.806,0.478,-88.0,,,
499.071904,0.224,0.846,0.496,-88.0,,,
499.121952,0.176,0.856,0.466,-88.0,,,
499.172,0.192,0.806,0.48,-88.0,,,
499.221856,0.24,0.83,0.492,-82.0,,,
499.271904,0.242,0.854,0.482,-82.0,,,
499.321952,0.22,0.856,0.486,-82.0,,,
499.372,0.23,0.926,0.536,-82.0,,,
499.421856,0.146,0.902,0.528,-75.0,,,
499.471904,0.158,0.832,0.48,-75.0,,,
499.521952,0.2,0.78,0.472,-75.0,,,
499.572,0.198,0.828,0.52,-75.0,,,
499.622856,0.152,0.906,0.526,-76.0,,,
499.672904,0.16,0.852,0.518,-76.0,,,
499.722952,0.19,0.732,0.466,-76.0,,,
499.773,0.204,0.8,0.504,-76.0,,,
499.822856,0.162,0.872,0.494,-78.0,,,
499.872904,0.134,0.908,0.536,-78.0,,,
499.922952,0.114,0.878,0.582,-78.0,,,
499.973,0.108,0.864,0.552,-78.0,,,
500.022856,0.174,0.972,0.54,-71.0,,,
500.072904,0.15,0.806,0.508,-71.0,,,
500.122952,0.254,0.752,0.54,-71.0,,,
500.173,0.166,0.83,0.632,-71.0,,,
500.222856,0.206,0.782,0.56,-70.0,,,
500.272904,0.232,0.816,0.558,-70.0,,,
500.322952,0.23,0.766,0.588,-70.0,,,
500.373,0.226,0.798,0.604,-70.0,,,
500.422856,0.242,0.894,0.648,-71.0,,,
500.472904,0.204,0.754,0.646,-71.0,,,
500.522952,0.2,0.81,0.674,-71.0,,,
500.573,0.248,0.758,0.75,-71.0,,,
500.623856,0.272,0.752,0.84,-70.0,,,
500.673904,0.312,0.618,0.824,-70.0,,,
500.723952,0.326,0.67,0.754,-70.0,,,
500.774,0.252,0.56,0.706,-70.0,,,
500.823856,0.184,0.558,0.752,-75.0,,,
500.873904,0.186,0.52,0.784,-75.0,,,
500.923952,0.326,0.552,0.658,-75.0,,,
500.974,0.254,0.526,0.744,-75.0,,,
501.023856,0.254,0.742,0.644,-71.0,,,
501.073904,0.312,0.844,0.62,-71.0,,,
501.123952,0.178,0.678,0.862,-71.0,,,
501.174,0.304,0.936,0.72,-71.0,,,
501.223856,0.268,0.614,0.45,-83.0,,,
501.273904,0.182,0.798,0.78,-83.0,,,
501.323952,0.216,0.71,0.646,-83.0,,,
501.374,0.254,0.744,0.63,-83.0,,,
501.423856,0.286,0.736,0.588,-72.0,,,
501.473904,0.28,0.782,0.646,-72.0,,,
501.523952,0.27,0.824,0.7,-72.0,,,
501.574,0.236,0.798,0.712,-72.0,,,
501.623856,0.184,0.764,0.672,-85.0,,,
501.673904,0.166,0.756,0.684,-85.0,,,
501.723952,0.144,0.734,0.64,-85.0,,,
501.774,0.134,0.782,0.654,-85.0,,,
501.824856,0.136,0.782,0.656,-71.0,,,
501.874904,0.126,0.792,0.648,-71.0,,,
501.924952,0.13,0.766,0.624,-71.0,,,
501.975,0.134,0.76,0.648,-71.0,,,
502.024856,0.14,0.764,0.668,-71.0,,,
502.074904,0.136,0.77,0.652,-71.0,,,
502.124952,0.12,0.79,0.646,-71.0,,,
502.175,0.1,0.792,0.654,-71.0,,,
502.224856,0.126,0.766,0.624,-69.0,,,
502.274904,0.112,0.784,0.654,-69.0,,,
502.324952,0.142,0.792,0.656,-69.0,,,
502.375,0.242,0.754,0.696,-69.0,,,
502.624856,0.252,0.976,0.464,-81.0,,,
502.674904,0.054,0.86,0.45,-81.0,,,
502.724952,0.036,0.748,0.412,-81.0,,,
502.775,-0.084,0.962,0.448,-81.0,,,
502.825856,-0.052,1.232,0.524,-84.0,,,
502.875904,0.192,1.184,0.176,-84.0,,,
502.925952,0.22,0.748,0.172,-84.0,,,
502.976,0.21,0.974,0.194,-84.0,,,
503.025856,0.24,0.726,0.242,-81.0,,,
503.075904,0.382,1.04,0.028,-81.0,,,
503.125952,0.304,0.856,0.156,-81.0,,,
503.176,0.328,0.988,0.216,-81.0,,,
503.225856,0.352,0.936,0.262,-73.0,,,
503.275904,0.39,0.704,0.114,-73.0,,,
503.325952,0.372,0.828,0.078,-73.0,,,
503.376,0.392,0.956,0.078,-73.0,,,
503.425856,0.416,0.84,0.098,-72.0,,,
503.475904,0.54,0.732,0.224,-72.0,,,
503.525952,0.56,0.918,0.294,-72.0,,,
503.576,0.406,1.008,0.264,-72.0,,,
503.625856,0.124,1.134,0.27,-72.0,,,
503.675904,0.024,0.702,0.284,-72.0,,,
503.725952,-0.082,0.742,0.254,-72.0,,,
503.776,-0.002,0.878,0.05,-72.0,,,
503.826856,-0.036,0.926,0.096,-74.0,,,
503.876904,-0.066,1.144,0.126,-74.0,,,
503.926952,-0.068,1.166,0.156,-74.0,,,
503.977,0.032,1.064,0.158,-74.0,,,
504.026856,0.014,1.004,0.118,-71.0,,,
504.076904,0.054,0.926,0.124,-71.0,,,
504.126952,0.054,0.912,0.152,-71.0,,,
504.177,0.104,0.896,0.152,-71.0,,,
504.226856,0.136,0.898,0.158,-72.0,,,
504.276904,0.176,0.924,0.194,-72.0,,,
504.326952,0.216,0.902,0.222,-72.0,,,
504.377,0.226,0.908,0.24,-72.0,,,
504.426856,0.236,0.896,0.248,-73.0,,,
504.476904,0.23,0.876,0.312,-73.0,,,
504.526952,0.214,0.888,0.352,-73.0,,,
504.577,0.24,0.894,0.42,-73.0,,,
504.626856,0.268,0.91,0.46,-73.0,,,
504.676904,0.286,0.872,0.486,-73.0,,,
504.726952,0.294,0.886,0.446,-73.0,,,
504.777,0.294,1.068,0.328,-73.0,,,
504.827856,0.226,0.862,0.3,-74.0,,,
504.877904,0.37,1.072,0.192,-74.0,,,
504.927952,0.242,0.944,0.176,-74.0,,,
504.978,0.29,0.92,0.214,-74.0,,,
505.027856,0.304,0.838,0.204,-69.0,,,
505.077904,0.198,0.96,0.304,-69.0,,,
505.127952,0.134,0.956,0.294,-69.0,,,
505.178,0.124,0.798,0.344,-69.0,,,
505.227856,0.174,0.914,0.352,-72.0,,,
505.277904,0.266,0.846,0.326,-72.0,,,
505.327952,0.176,0.926,0.372,-72.0,,,
505.378,0.19,1.08,0.176,-72.0,,,
505.427856,0.096,0.894,0.14,-75.0,,,
505.477904,0.236,1.136,0.168,-75.0,,,
505.527952,0.286,0.958,0.204,-75.0,,,
505.578,0.318,1.02,0.166,-75.0,,,
505.627856,0.184,1.022,0.144,-74.0,,,
505.677904,-0.058,0.914,0.208,-74.0,,,
505.727952,0.014,0.866,0.108,-74.0,,,
505.778,0.166,1.074,0.076,-74.0,,,
505.827856,0.216,1.106,0.144,-70.0,,,
505.877904,0.224,1.014,0.192,-70.0,,,
505.927952,0.27,1.018,0.188,-70.0,,,
505.978,0.272,1.014,0.244,-70.0,,,
506.028856,0.352,0.974,0.284,-69.0,,,
506.078904,0.358,0.91,0.254,-69.0,,,
506.128952,0.31,0.824,0.294,-69.0,,,
506.179,0.24,0.816,0.35,-69.0,,,
506.228856,0.222,0.758,0.396,-69.0,,,
506.278904,0.184,0.728,0.422,-69.0,,,
506.328952,0.168,0.696,0.48,-69.0,,,
506.379,0.126,0.79,0.51,-69.0,,,
506.428856,0.144,0.782,0.552,-67.0,,,
506.478904,0.13,0.792,0.55,-67.0,,,
506.528952,0.07,0.838,0.58,-67.0,,,
506.579,0.046,0.822,0.582,-67.0,,,
506.628856,-0.002,0.862,0.58,-69.0,,,
506.678904,-0.014,0.85,0.578,-69.0,,,
506.728952,-0.03,0.824,0.616,-69.0,,,
506.779,-0.06,0.848,0.614,-69.0,,,
506.828856,-0.036,0.824,0.612,-71.0,,,
506.878904,-0.048,0.846,0.6,-71.0,,,
506.928952,-0.048,0.838,0.598,-71.0,,,
506.979,-0.066,0.812,0.626,-71.0,,,
507.029856,-0.074,0.802,0.622,-70.0,,,
507.079904,-0.08,0.782,0.62,-70.0,,,
507.129952,-0.082,0.794,0.614,-70.0,,,
507.18,-0.09,0.79,0.638,-70.0,,,
507.229856,-0.07,0.774,0.668,-67.0,,,
507.279904,-0.076,0.778,0.652,-67.0,,,
507.329952,-0.082,0.76,0.676,-67.0,,,
507.38,-0.08,0.768,0.678,-67.0,,,
507.429856,-0.082,0.776,0.69,-67.0,,,
507.479904,-0.082,0.752,0.678,-67.0,,,
507.529952,-0.104,0.738,0.688,-67.0,,,
507.58,-0.128,0.718,0.704,-67.0,,,
507.629856,-0.132,0.728,0.728,-67.0,,,
507.679904,-0.072,0.748,0.678,-67.0,,,
507.729952,-0.096,0.716,0.714,-67.0,,,
507.78,-0.114,0.742,0.736,-67.0,,,
507.829856,-0.072,0.748,0.736,-67.0,,,
507.879904,-0.062,0.726,0.776,-67.0,,,
507.929952,-0.056,0.724,0.752,-67.0,,,
507.98,-0.096,0.712,0.752,-67.0,,,
508.030856,-0.122,0.702,0.76,-70.0,,,
508.080904,-0.128,0.668,0.742,-70.0,,,
508.130952,-0.136,0.652,0.736,-70.0,,,
508.181,-0.116,0.648,0.732,-70.0,,,
508.230856,-0.13,0.674,0.766,-70.0,,,
508.280904,-0.142,0.656,0.768,-70.0,,,
508.330952,-0.148,0.654,0.782,-70.0,,,
508.381,-0.144,0.64,0.784,-70.0,,,
508.430856,-0.116,0.662,0.788,-71.0,,,
508.480904,-0.112,0.67,0.806,-71.0,,,
508.530952,-0.126,0.654,0.798,-71.0,,,
508.581,-0.136,0.646,0.814,-71.0,,,
508.630856,-0.148,0.626,0.792,-71.0,,,
508.680904,-0.148,0.638,0.786,-71.0,,,
508.730952,-0.148,0.632,0.782,-71.0,,,
508.781,-0.154,0.642,0.8,-71.0,,,
508.830856,-0.136,0.638,0.81,-72.0,,,
508.880904,-0.128,0.638,0.824,-72.0,,,
508.930952,-0.114,0.652,0.8,-72.0,,,
508.981,-0.128,0.646,0.798,-72.0,,,
509.031856,-0.122,0.624,0.816,-71.0,,,
509.081904,-0.136,0.624,0.824,-71.0,,,
509.131952,-0.134,0.622,0.814,-71.0,,,
509.182,-0.128,0.626,0.812,-71.0,,,
509.231856,-0.13,0.63,0.834,-71.0,,,
509.281904,-0.128,0.626,0.816,-71.0,,,
509.331952,-0.146,0.638,0.816,-71.0,,,
509.382,-0.146,0.624,0.806,-71.0,,,
509.431856,-0.152,0.598,0.824,-71.0,,,
509.481904,-0.136,0.59,0.828,-71.0,,,
509.531952,-0.142,0.614,0.83,-71.0,,,
509.582,-0.128,0.608,0.832,-71.0,,,
509.631856,-0.128,0.616,0.83,-71.0,,,
509.681904,-0.13,0.622,0.838,-71.0,,,
509.731952,-0.128,0.624,0.838,-71.0,,,
509.782,-0.136,0.608,0.83,-71.0,,,
509.831856,-0.128,0.594,0.838,-71.0,,,
509.881904,-0.12,0.598,0.838,-71.0,,,
509.931952,-0.12,0.614,0.84,-71.0,,,
509.982,-0.128,0.624,0.834,-71.0,,,
510.032856,-0.138,0.616,0.824,-72.0,,,
510.082904,-0.122,0.606,0.836,-72.0,,,
510.132952,-0.122,0.606,0.838,-72.0,,,
510.183,-0.132,0.614,0.834,-72.0,,,
510.232856,-0.114,0.608,0.822,-71.0,,,
510.282904,-0.13,0.61,0.84,-71.0,,,
510.332952,-0.132,0.61,0.828,-71.0,,,
510.383,-0.132,0.6,0.838,-71.0,,,
510.432856,-0.138,0.614,0.84,-71.0,,,
510.482904,-0.136,0.61,0.846,-71.0,,,
510.532952,-0.13,0.608,0.828,-71.0,,,
510.583,-0.126,0.61,0.83,-71.0,,,
510.632856,-0.13,0.61,0.83,-70.0,,,
510.682904,-0.128,0.608,0.846,-70.0,,,
510.732952,-0.136,0.576,0.792,-70.0,,,
510.783,-0.12,0.608,0.832,-70.0,,,
510.832856,-0.12,0.612,0.83,-70.0,,,
510.882904,-0.114,0.592,0.838,-70.0,,,
510.932952,-0.126,0.6,0.85,-70.0,,,
510.983,-0.128,0.606,0.824,-70.0,,,
511.032856,-0.142,0.604,0.828,-69.0,,,
511.082904,-0.158,0.608,0.838,-69.0,,,
511.132952,-0.128,0.582,0.784,-69.0,,,
511.183,-0.106,0.638,0.824,-69.0,,,
511.233856,-0.1,0.632,0.814,-69.0,,,
511.283904,-0.098,0.636,0.83,-69.0,,,
511.333952,-0.082,0.656,0.848,-69.0,,,
511.384,-0.078,0.654,0.844,-69.0,,,
511.433856,-0.072,0.632,0.844,-69.0,,,
511.483904,-0.106,0.616,0.816,-69.0,,,
511.533952,-0.126,0.61,0.816,-69.0,,,
511.584,-0.128,0.614,0.816,-69.0,,,
511.633856,-0.128,0.616,0.83,-68.0,,,
511.683904,-0.128,0.638,0.836,-68.0,,,
511.733952,-0.126,0.614,0.798,-68.0,,,
511.784,-0.126,0.614,0.818,-68.0,,,
511.833856,-0.138,0.6,0.84,-68.0,,,
511.883904,-0.132,0.604,0.84,-68.0,,,
511.933952,-0.146,0.568,0.804,-68.0,,,
511.984,-0.126,0.6,0.83,-68.0,,,
512.033856,-0.128,0.602,0.844,-68.0,,,
512.083904,-0.128,0.604,0.844,-68.0,,,
512.133952,-0.154,0.576,0.792,-68.0,,,
512.184,-0.168,0.592,0.824,-68.0,,,
512.234856,-0.158,0.582,0.802,-68.0,,,
512.284904,-0.158,0.588,0.764,-68.0,,,
512.334952,-0.13,0.6,0.792,-68.0,,,
512.385,-0.104,0.614,0.76,-68.0,,,
512.434856,-0.084,0.594,0.742,-64.0,,,
512.484904,-0.04,0.652,0.744,-64.0,,,
512.534952,-0.004,0.688,0.72,-64.0,,,
512.585,-0.008,0.702,0.702,-64.0,,,
512.634856,0.006,0.684,0.668,-69.0,,,
512.684904,0.006,0.792,0.66,-69.0,,,
512.734952,0.002,0.744,0.624,-69.0,,,
512.785,-0.01,0.818,0.608,-69.0,,,
512.834856,-0.048,1.136,0.808,-67.0,,,
512.884904,0.028,0.908,0.53,-67.0,,,
512.934952,0.144,0.888,0.488,-67.0,,,
512.985,0.254,0.88,0.478,-67.0,,,
513.034856,0.262,0.848,0.454,-72.0,,,
513.084904,0.27,0.846,0.398,-72.0,,,
513.134952,0.288,0.872,0.37,-72.0,,,
513.185,0.318,0.872,0.35,-72.0,,,
513.235856,0.28,0.91,0.32,-78.0,,,
513.285904,0.318,0.91,0.268,-78.0,,,
513.335952,0.262,0.942,0.3,-78.0,,,
513.386,0.31,0.91,0.288,-78.0,,,
513.435856,0.23,1.006,0.238,-76.0,,,
513.485904,0.208,0.964,0.208,-76.0,,,
513.535952,0.158,1.142,0.194,-76.0,,,
513.586,0.248,0.946,0.248,-76.0,,,
513.635856,0.12,0.838,0.156,-76.0,,,
513.685904,-0.088,0.43,0.184,-76.0,,,
513.735952,0.134,0.838,0.15,-76.0,,,
513.786,0.168,1.0,0.194,-76.0,,,
513.835856,0.184,1.052,0.188,-73.0,,,
513.885904,0.136,0.766,0.148,-73.0,,,
513.935952,0.178,0.926,0.184,-73.0,,,
513.986,0.28,0.96,0.478,-73.0,,,
514.035856,0.304,1.054,0.192,-71.0,,,
514.085904,0.102,0.782,0.286,-71.0,,,
514.135952,-0.016,0.878,0.232,-71.0,,,
514.186,0.19,1.078,0.338,-71.0,,,
514.236856,0.12,0.872,0.286,-74.0,,,
514.286904,0.104,0.974,0.21,-74.0,,,
514.336952,0.024,0.93,0.184,-74.0,,,
514.387,0.024,0.93,0.316,-74.0,,,
514.436856,0.092,0.926,0.518,-73.0,,,
514.486904,0.124,0.862,0.542,-73.0,,,
514.536952,0.13,0.86,0.678,-73.0,,,
514.587,0.056,0.736,0.772,-73.0,,,
514.636856,0.03,0.796,0.684,-75.0,,,
514.686904,-0.002,0.74,0.632,-75.0,,,
514.736952,0.04,0.694,0.54,-75.0,,,
514.787,0.06,0.724,0.528,-75.0,,,
514.836856,0.142,0.672,0.448,-74.0,,,
514.886904,0.104,0.734,0.486,-74.0,,,
514.936952,0.046,0.792,0.51,-74.0,,,
514.987,0.03,0.88,0.44,-74.0,,,
515.036856,-0.04,0.992,0.316,-70.0,,,
515.086904,0.006,0.902,0.28,-70.0,,,
515.136952,0.112,0.882,0.23,-70.0,,,
515.187,0.176,1.004,0.254,-70.0,,,
515.237856,0.206,1.288,0.2,-68.0,,,
515.287904,0.192,1.182,0.142,-68.0,,,
515.337952,0.206,1.086,0.078,-68.0,,,
515.388,0.236,1.118,0.046,-68.0,,,
515.437856,0.282,1.216,0.014,-63.0,,,
515.487904,0.158,1.1,0.084,-63.0,,,
515.537952,0.044,0.822,0.074,-63.0,,,
515.588,0.014,0.694,0.152,-63.0,,,
515.637856,-0.226,0.6,0.326,-61.0,,,
515.687904,-0.136,1.144,0.638,-61.0,,,
515.737952,0.206,0.958,0.296,-61.0,,,
515.788,0.262,1.1,0.268,-61.0,,,
515.837856,0.174,1.068,0.24,-59.0,,,
515.887904,0.024,1.222,0.39,-59.0,,,
515.937952,-0.258,1.182,0.428,-59.0,,,
515.988,-0.304,0.972,0.428,-59.0,,,
516.037856,-0.168,0.736,0.408,-62.0,,,
516.087904,-0.114,0.782,0.348,-62.0,,,
516.137952,0.014,0.864,0.302,-62.0,,,
516.188,0.056,0.806,0.358,-62.0,,,
516.237856,0.128,0.856,0.408,-64.0,,,
516.287904,0.216,0.914,0.422,-64.0,,,
516.337952,0.246,0.838,0.44,-64.0,,,
516.388,0.296,0.896,0.358,-64.0,,,
516.438856,0.338,1.072,0.376,-67.0,,,
516.488904,0.174,1.072,0.326,-67.0,,,
516.538952,0.28,1.048,0.318,-67.0,,,
516.589,0.178,1.054,0.368,-67.0,,,
516.638856,0.124,0.91,0.334,-60.0,,,
516.688904,0.062,0.96,0.376,-60.0,,,
516.738952,-0.08,0.934,0.408,-60.0,,,
516.789,-0.136,0.896,0.396,-60.0,,,
516.838856,-0.184,0.896,0.384,-61.0,,,
516.888904,-0.288,0.888,0.472,-61.0,,,
516.938952,-0.34,0.944,0.46,-61.0,,,
516.989,-0.296,0.892,0.608,-61.0,,,
517.038856,-0.024,0.802,0.636,-60.0,,,
517.088904,-0.232,0.806,0.418,-60.0,,,
517.138952,-0.238,0.696,0.48,-60.0,,,
517.189,-0.068,0.718,0.53,-60.0,,,
517.238856,-0.008,0.664,0.508,-66.0,,,
517.288904,0.04,0.656,0.536,-66.0,,,
517.338952,-0.046,0.668,0.504,-66.0,,,
517.389,-0.128,0.78,0.504,-66.0,,,
517.439856,-0.306,0.902,0.44,-63.0,,,
517.489904,-0.56,0.94,0.48,-63.0,,,
517.539952,-0.362,0.786,0.45,-63.0,,,
517.59,-0.488,0.792,0.478,-63.0,,,
517.639856,-0.398,0.792,0.54,-60.0,,,
517.689904,-0.354,0.898,0.622,-60.0,,,
517.739952,-0.616,0.882,0.288,-60.0,,,
517.79,-0.312,0.862,0.448,-60.0,,,
517.839856,-0.074,1.122,0.166,-59.0,,,
517.889904,-0.286,0.944,0.6,-59.0,,,
517.939952,-0.312,1.016,0.678,-59.0,,,
517.99,-0.328,1.032,0.428,-59.0,,,
518.039856,-0.442,0.934,0.232,-63.0,,,
518.089904,-0.452,0.78,0.348,-63.0,,,
518.139952,-0.002,0.924,0.264,-63.0,,,
518.19,0.51,0.86,0.364,-63.0,,,
518.239856,0.78,1.144,0.254,-59.0,,,
518.289904,0.662,1.0,0.444,-59.0,,,
518.339952,0.492,0.898,0.518,-59.0,,,
518.39,0.21,0.7,0.508,-59.0,,,
518.440856,0.008,0.736,0.56,-63.0,,,
518.490904,-0.228,0.83,0.56,-63.0,,,
518.540952,-0.324,0.798,0.552,-63.0,,,
518.591,-0.296,0.864,0.492,-63.0,,,
518.640856,-0.238,0.838,0.466,-60.0,,,
518.690904,-0.276,0.802,0.432,-60.0,,,
518.740952,-0.282,0.802,0.46,-60.0,,,
518.791,-0.228,0.812,0.504,-60.0,,,
518.840856,-0.16,0.834,0.448,-61.0,,,
518.890904,-0.174,0.974,0.418,-61.0,,,
518.940952,-0.248,0.846,0.616,-61.0,,,
518.991,-0.18,0.888,0.472,-61.0,,,
519.040856,-0.216,0.878,0.396,-57.0,,,
519.090904,-0.21,0.86,0.398,-57.0,,,
519.140952,-0.178,0.878,0.416,-57.0,,,
519.191,-0.122,0.904,0.418,-57.0,,,
519.240856,-0.136,0.904,0.45,-58.0,,-105.0,
519.290904,-0.088,0.908,0.406,-58.0,,-105.0,
519.340952,-0.068,0.926,0.466,-58.0,,-105.0,
519.391,-0.05,0.952,0.466,-58.0,,-105.0,
519.441856,-0.004,0.944,0.432,-55.0,,-97.0,
519.491904,-0.008,0.918,0.476,-55.0,,-97.0,
519.541952,-0.016,0.888,0.418,-55.0,,-97.0,
519.592,-0.064,0.888,0.44,-55.0,,-97.0,
519.641856,-0.016,0.83,0.352,-57.0,,,
519.691904,0.024,0.862,0.408,-57.0,,,
519.741952,0.098,0.888,0.376,-57.0,,,
519.792,0.142,0.878,0.422,-57.0,,,
519.841856,0.184,0.906,0.4,-59.0,,,-98.0
519.891904,0.268,0.838,0.436,-59.0,,,-98.0
519.941952,0.254,0.914,0.398,-59.0,,,-98.0
519.992,0.226,0.902,0.376,-59.0,,,-98.0
520.041856,0.188,0.856,0.384,-67.0,,,
520.091904,0.16,0.882,0.422,-67.0,,,
520.141952,0.144,0.91,0.398,-67.0,,,
520.192,0.142,0.924,0.39,-67.0,,,
520.241856,0.11,0.918,0.376,-66.0,,,
520.291904,0.114,0.924,0.38,-66.0,,,
520.341952,0.086,0.914,0.376,-66.0,,,
520.392,0.098,0.908,0.364,-66.0,,,
520.442856,0.134,0.888,0.384,-64.0,,,
520.492904,0.12,0.924,0.376,-64.0,,,
520.542952,0.062,0.896,0.336,-64.0,,,
520.593,0.014,0.926,0.326,-64.0,,,
520.642856,0.034,0.92,0.326,-64.0,,,
520.692904,0.046,0.934,0.304,-64.0,,,
520.742952,0.034,0.926,0.334,-64.0,,,
520.793,0.034,0.924,0.326,-64.0,,,
520.842856,-0.05,0.942,0.272,-68.0,,,
520.892904,-0.27,1.358,0.44,-68.0,,,
520.942952,-0.05,0.974,0.376,-68.0,,,
520.993,-0.068,0.998,0.376,-68.0,,,
521.042856,0.044,0.998,0.302,-64.0,,,
521.092904,0.022,0.96,0.352,-64.0,,,
521.142952,-0.058,1.112,0.35,-64.0,,,
521.193,-0.258,0.88,0.27,-64.0,,,
521.242856,-0.382,1.03,0.296,-60.0,,,
521.292904,-0.336,0.88,0.382,-60.0,,,
521.342952,-0.282,0.83,0.44,-60.0,,,
521.393,-0.238,0.83,0.478,-60.0,,,
521.442856,-0.208,0.87,0.48,-55.0,,,
521.492904,-0.276,0.966,0.476,-55.0,,,
521.542952,-0.274,0.992,0.418,-55.0,,,
521.593,-0.302,0.96,0.406,-55.0,,,
521.643856,-0.35,0.864,0.342,-62.0,,,
521.693904,-0.318,0.77,0.344,-62.0,,,
521.743952,-0.306,0.734,0.376,-62.0,,,
521.794,-0.304,0.77,0.368,-62.0,,,
521.843856,-0.308,0.838,0.386,-69.0,,,
521.893904,-0.354,0.848,0.432,-69.0,,,
521.943952,-0.424,0.806,0.496,-69.0,,,
521.994,-0.434,0.764,0.398,-69.0,,,
522.043856,-0.596,0.898,0.302,-69.0,,,
522.093904,-0.64,0.906,0.344,-69.0,,,
522.143952,-0.608,0.796,0.466,-69.0,,,
522.194,-0.494,0.75,0.568,-69.0,,,
522.243856,-0.386,0.718,0.582,-66.0,,,-104.0
522.293904,-0.314,0.712,0.658,-66.0,,,-104.0
522.343952,-0.312,0.574,0.632,-66.0,,,-104.0
522.394,-0.272,0.62,0.738,-66.0,,,-104.0
522.443856,-0.292,0.552,0.816,-66.0,,,
522.493904,-0.308,0.524,0.84,-66.0,,,
522.543952,-0.264,0.434,0.848,-66.0,,,
522.594,-0.34,0.368,0.888,-66.0,,,
522.644856,-0.372,0.382,0.876,-64.0,,,
522.694904,-0.37,0.39,0.864,-64.0,,,
522.744952,-0.392,0.236,0.886,-64.0,,,
522.795,-0.2,0.28,0.956,-64.0,,,
522.844856,-0.004,0.288,0.832,-72.0,,,
522.894904,-0.046,0.176,0.782,-72.0,,,
522.944952,-0.026,0.382,0.752,-72.0,,,
522.995,0.006,0.646,0.768,-72.0,,,
523.044856,0.096,0.536,0.808,-74.0,,,
523.094904,0.254,0.552,0.77,-74.0,,,
523.144952,0.3,0.716,0.712,-74.0,,,
523.195,0.32,0.752,0.646,-74.0,,,
523.244856,0.316,0.846,0.55,-68.0,,,
523.294904,0.448,0.942,0.59,-68.0,,,
523.344952,0.496,0.872,0.588,-68.0,,,
523.395,0.44,0.838,0.496,-68.0,,,
523.444856,0.38,0.846,0.384,-75.0,,,
523.494904,0.226,0.988,0.46,-75.0,,,
523.544952,0.172,0.952,0.462,-75.0,,,
523.595,0.134,0.934,0.518,-75.0,,,
523.645856,0.162,0.942,0.466,-74.0,,,
523.695904,0.176,0.99,0.414,-74.0,,,
523.745952,0.142,0.974,0.408,-74.0,,,
523.796,0.172,0.974,0.396,-74.0,,,
523.845856,0.146,0.998,0.398,-74.0,,,
523.895904,0.04,0.944,0.418,-74.0,,,
523.945952,0.034,0.83,0.416,-74.0,,,
523.996,0.02,0.824,0.45,-74.0,,,
524.045856,0.024,0.792,0.464,-71.0,,,
524.095904,0.092,0.784,0.536,-71.0,,,
524.145952,0.094,0.732,0.496,-71.0,,,
524.196,0.126,0.748,0.51,-71.0,,,
524.245856,0.104,0.798,0.524,-72.0,,,
